Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1986-09-12,0.10855475813150406,0.11197358906742765,0.10855475813150406,0.11111888703960104,228480000
1986-09-15,0.11325564980506897,0.11325564980506897,0.10940946246907009,0.11026416442578782,222723200
1986-09-16,0.11923933029174805,0.12009404343088068,0.11111884790710426,0.11325561934263123,246400000
1986-09-17,0.11710260808467865,0.11966672550550235,0.11710260808467865,0.11923936879792899,116860800
1986-09-18,0.11624792218208313,0.11795733800463808,0.11539321997696113,0.11710263579951607,99030400
1986-09-19,0.11496587097644806,0.11582057323961935,0.11368381187553524,0.11539322781418958,127612800
1986-09-22,0.12052139639854431,0.12094875299580551,0.11453844968610878,0.11453844968610878,239680000
1986-09-23,0.1235128864645958,0.12394023166788072,0.12009405636448152,0.12052140156776645,338240000
1986-09-24,0.12009412050247192,0.1243676547038042,0.11624793173265455,0.12351295242846251,176870400
1986-09-25,0.11795732378959656,0.12052144150827158,0.11496584931370585,0.12009409616336547,187801600
1986-09-26,0.11710260808467865,0.11752995337994376,0.11582053796195854,0.11667525137710529,70022400
1986-09-29,0.11111892759799957,0.11582058362259745,0.10812745229025537,0.11496588128280458,208947200
1986-09-30,0.1145385205745697,0.1158205797475208,0.11154628074198347,0.11240098305318007,180790400
1986-10-01,0.11667519062757492,0.11795724867045476,0.11411106312951291,0.11411106312951291,138588800
1986-10-02,0.11667519062757492,0.11752989218539404,0.11453841961457363,0.11539313258469508,94819200
1986-10-03,0.11539319157600403,0.11881202237965989,0.11411112146540198,0.11752995226905782,138745600
1986-10-06,0.11667519062757492,0.11710254711263564,0.11496577609963436,0.11539313258469508,94505600
1986-10-07,0.11282838135957718,0.11667533632875368,0.11240102434084392,0.11624797931002044,127993600
1986-10-08,0.11197353154420853,0.11282824454525922,0.1102641169544099,0.11240088804473387,111574400
1986-10-09,0.11282838135957718,0.1136838600222541,0.11154632171569401,0.11197366732211068,77952000
1986-10-10,0.11368376016616821,0.11411110539721886,0.11069151045043563,0.11240092561155784,58531200
1986-10-13,0.11838468164205551,0.11838468164205553,0.11282831335903258,0.113255670120202,99680000
1986-10-14,0.11624792218208313,0.12052145603231501,0.11539321997696113,0.11838469481335455,199337600
1986-10-15,0.11411114782094955,0.11453850462318754,0.11197361059724735,0.11453850462318754,205408000
1986-10-16,0.11496587097644806,0.11582057323961935,0.11368381187553524,0.11411115730096502,135766400
1986-10-17,0.11496587097644806,0.11624793007736087,0.11411115730096502,0.11539322781418958,151872000
1986-10-20,0.11240092664957047,0.11496581974563243,0.11240092664957047,0.11453846309832864,148982400
1986-10-21,0.11197353154420853,0.11282824454525922,0.11154618645598592,0.11282824454525922,113724800
1986-10-22,0.11111892759799957,0.11240098681384528,0.11026421384589394,0.11197362993779246,94483200
1986-10-23,0.11325564980506897,0.11325564980506897,0.11111887779481319,0.11111887779481319,123132800
1986-10-24,0.11282838135957718,0.1136838600222541,0.11197366732211068,0.11325573837831042,75331200
1986-10-27,0.11624792218208313,0.11624792218208313,0.11368380415440618,0.11453850635952818,151200000
1986-10-28,0.11411114782094955,0.11667527722206666,0.11282832420172331,0.11624792041982869,142240000
1986-10-29,0.11411114782094955,0.11453850462318754,0.1132556810039613,0.11453850462318754,85433600
1986-10-30,0.11710260808467865,0.11881202350266387,0.11411112254397332,0.1145384792515467,293440000
1986-10-31,0.11838468164205551,0.11923938375208466,0.11710262277085697,0.11710262277085697,121296000
1986-11-03,0.11966677755117416,0.1200941344446143,0.11838471828316699,0.11881207517660712,151827200
1986-11-04,0.12223079800605774,0.122658154556576,0.11582049539750004,0.11923932497703803,246400000
1986-11-05,0.12650516629219055,0.12693252304871402,0.12137615482609644,0.1222308569268338,624960000
1986-11-06,0.1235128864645958,0.12607776795801773,0.12223081661782358,0.1252223015146529,331520000
1986-11-07,0.12223079800605774,0.12351286765761253,0.11923932497703803,0.12308551110709427,143158400
1986-11-10,0.12094885855913162,0.12265827502783797,0.1200941560309361,0.12265827502783797,105884800
1986-11-11,0.12137618660926819,0.1222308889338151,0.12052147287240872,0.12137618660926819,50176000
1986-11-12,0.1252223402261734,0.1252223402261734,0.12180350906915385,0.1222308544045493,130995200
1986-11-13,0.12137618660926819,0.12479501873208096,0.12137618660926819,0.12479501873208096,137513600
1986-11-14,0.12052139639854431,0.1213761095930667,0.11923933801906603,0.1213761095930667,135116800
1986-11-17,0.1243676096200943,0.1265051462769491,0.11966672027902468,0.12052142224453381,141680000
1986-11-18,0.12094885855913162,0.1256505270324342,0.1200941560309361,0.1243676914965443,170060800
1986-11-19,0.11966677755117416,0.1205214799257412,0.11795736138972686,0.1200941344446143,302400000
1986-11-20,0.12052139639854431,0.12094875299580551,0.11923933801906603,0.11923933801906603,295680000
1986-11-21,0.12308559566736221,0.12394029794327835,0.12009412058318784,0.12052146601498996,286720000
1986-11-24,0.1299239993095398,0.13035135607195036,0.123085572135458,0.12394027424796938,376320000
1986-11-25,0.1376170814037323,0.1380444265718467,0.1299239439809786,0.1299239439809786,848960000
1986-11-26,0.1384718269109726,0.14103595579147793,0.1367616468367374,0.13718900355220634,506240000
1986-11-28,0.13676168024539948,0.1388992175572694,0.1354796211981148,0.13847186073740406,220550400
1986-12-01,0.13718901574611664,0.13718901574611664,0.1337701845431024,0.1367616589926625,347200000
1986-12-02,0.14189065992832184,0.14274537337201937,0.1367616488783834,0.13847182897814905,369600000
1986-12-03,0.1461641937494278,0.14701890719803465,0.14189066074331963,0.14231801746762304,336000000
1986-12-04,0.14530950784683228,0.14616420997802793,0.143600092172131,0.1457368646185851,268800000
1986-12-05,0.1495838463306427,0.1495838463306427,0.145309535985268,0.14573689283977623,262080000
1986-12-08,0.14530950784683228,0.15001116272395187,0.14488215107507946,0.14915569596798767,347200000
1986-12-09,0.14488209784030914,0.14573681106976313,0.1406085659299566,0.14488209784030914,302400000
1986-12-10,0.1487283557653427,0.1495838340289216,0.14360010816992555,0.14488216721570202,244160000
1986-12-11,0.14659148454666138,0.15001107860324978,0.145736782894751,0.14915561232699964,226240000
1986-12-12,0.1410359889268875,0.14701893869987095,0.1410359889268875,0.1465915818839975,180118400
1986-12-15,0.14274542033672333,0.14274542033672333,0.13804451767435919,0.1401812905743145,209059200
1986-12-16,0.14530950784683228,0.14530950784683228,0.1423180332691825,0.1423180332691825,151939200
1986-12-17,0.1410359889268875,0.14530952284868837,0.13975391847926721,0.14488216603281495,151110400
1986-12-18,0.1414632499217987,0.1431726647530033,0.13932648994202124,0.14060854821234858,175056000
1986-12-19,0.14402735233306885,0.14530941037603712,0.14146322483482998,0.14146322483482998,199091200
1986-12-22,0.14402735233306885,0.14530941037603712,0.14274529429010058,0.14359999584797867,164371200
1986-12-23,0.14402735233306885,0.1448820538909469,0.14317263936288846,0.14445469740585673,244160000
1986-12-24,0.1431727260351181,0.14402743952271493,0.14231802395983048,0.1436000827789165,95760000
1986-12-26,0.14018124341964722,0.1431727176259144,0.14018124341964722,0.1431727176259144,89868800
1986-12-29,0.1384718269109726,0.14060859907600895,0.13761712489234315,0.14018124236054,117644800
1986-12-30,0.14018124341964722,0.1418906588821297,0.13804447123846697,0.13847182795716473,148153600
1986-12-31,0.1384718269109726,0.14146330109463842,0.13804447019550364,0.14018124236054,132563200
1987-01-02,0.13975386321544647,0.14060857650920824,0.13718898153422932,0.13804444804022958,120870400
1987-01-05,0.14701882004737854,0.14787352157702183,0.14018116216102441,0.14103587510296964,239680000
1987-01-06,0.1495838463306427,0.150438548627347,0.14573689283977623,0.14744630884549703,324800000
1987-01-07,0.15300258994102478,0.1534299351363115,0.14915563867283027,0.15001110510018414,434560000
1987-01-08,0.15300258994102478,0.15428464835149613,0.15214787672584013,0.15300258994102478,291200000
1987-01-09,0.15513937175273895,0.15642143034169737,0.1517205412406451,0.15300261124191067,239680000
1987-01-12,0.1555667221546173,0.15642142404206538,0.15300260507996635,0.1555667221546173,232960000
1987-01-13,0.1525752693414688,0.15513938676754782,0.1525752693414688,0.1542846847629576,211724800
1987-01-14,0.16454192996025085,0.16496928663764662,0.15214790157732605,0.15257525825472182,504000000
1987-01-15,0.17052492499351501,0.17565393692958153,0.16411461870752375,0.16496933229888824,546560000
1987-01-16,0.16667868196964264,0.17095221399478128,0.1632598517846093,0.17095221399478128,407680000
1987-01-19,0.18163689970970154,0.18163689970970154,0.1636872636038044,0.1666787497921912,362880000
1987-01-20,0.1765086054801941,0.190612049465175,0.17608124879356302,0.1880479207576961,775040000
1987-01-21,0.16753339767456055,0.1747991798966463,0.16753339767456055,0.17394446657350013,533120000
1987-01-22,0.17950007319450378,0.17992742986621313,0.16582398637367343,0.16710604497649417,472640000
1987-01-23,0.1718069314956665,0.18120948569224385,0.1718069314956665,0.1795000704439082,459200000
1987-01-26,0.17009754478931427,0.17266167379822633,0.16924284272788295,0.17095225826305463,351680000
1987-01-27,0.1803547590970993,0.18163682899828704,0.17052486037064277,0.17095221700437202,378560000
1987-01-28,0.18933002650737762,0.19061209688622827,0.17821806515203942,0.18120953987806981,414400000
1987-01-29,0.1850557029247284,0.19574031744067863,0.18249157392941287,0.19103941618465167,557760000
1987-01-30,0.18975737690925598,0.19103943583261604,0.1799274748515312,0.18462836517872488,409920000
1987-02-02,0.19103948771953583,0.19146684461416402,0.18548389373862223,0.18975742844796448,246400000
1987-02-03,0.18975737690925598,0.19189413797741936,0.18719325906253587,0.19146679261117278,178617600
1987-02-04,0.18804790079593658,0.18975731594869455,0.18591112900191253,0.18975731594869455,217840000
1987-02-05,0.18420098721981049,0.18847529631405668,0.18163686966792553,0.18804793958463956,340480000
1987-02-06,0.18462830781936646,0.18462830781936646,0.1807821208318894,0.18462830781936646,293440000
1987-02-09,0.17992743849754333,0.18249155582618856,0.17864537983322074,0.1807821404696558,157001600
1987-02-10,0.1803547590970993,0.1803547590970993,0.17650858363045496,0.1795000572419471,166790400
1987-02-11,0.19317613542079926,0.19403084870589282,0.18035476281831064,0.1812094761034042,342720000
1987-02-12,0.20044200122356415,0.20471554661330663,0.19488564356927734,0.19488564356927734,710080000
1987-02-13,0.2124086171388626,0.21369069865439294,0.19830519550185688,0.200441944770303,510720000
1987-02-17,0.22693943977355957,0.22736678508126876,0.21155393593902022,0.21240862655443862,409920000
1987-02-18,0.21710951626300812,0.2303582707359281,0.2166821709552491,0.22779413041552252,470400000
1987-02-19,0.2132633477449417,0.21710952412795478,0.21112657547950625,0.21710952412795478,313600000
1987-02-20,0.2094171643257141,0.2136907087129981,0.2072796160950854,0.21326334057949936,190646400
1987-02-23,0.2158273607492447,0.2196735580931077,0.20386069321407327,0.20813423567409578,351680000
1987-02-24,0.2239479273557663,0.22565735403134574,0.2158274316714083,0.21625479975261042,356160000
1987-02-25,0.23634199798107147,0.23762407969246066,0.2209557392656998,0.22394797843035752,454720000
1987-02-26,0.23634199798107147,0.24403437412630824,0.2324950452836942,0.23762407969246066,499520000
1987-02-27,0.23933355510234833,0.24275238742524294,0.2316404234570058,0.23634206826058063,405440000
1987-03-02,0.23078559339046478,0.24104283840378257,0.2290761666779866,0.24018814787215842,396480000
1987-03-03,0.22223864495754242,0.23292248763245077,0.2213839311526542,0.2307857145325437,436800000
1987-03-04,0.23121294379234314,0.23335049185502446,0.22352059188916154,0.2248026505396918,448000000
1987-03-05,0.2342052161693573,0.23591462017503426,0.22993089588127816,0.2307856092964249,338240000
1987-03-06,0.22993095219135284,0.23377790530166892,0.22822154776704287,0.22993095219135284,176377600
1987-03-09,0.2209557294845581,0.22822151316655642,0.22052836132480697,0.22736679967167284,255360000
1987-03-10,0.2282215803861618,0.22864892584716312,0.22052842627849698,0.22052842627849698,244160000
1987-03-11,0.22651204466819763,0.2324949923867635,0.22651204466819763,0.22993087519660876,218467200
1987-03-12,0.22309309244155884,0.22651192110498444,0.21753673979855015,0.22565723105757954,302400000
1987-03-13,0.21710951626300812,0.22565738105211033,0.21710951626300812,0.22309324073170475,197612800
1987-03-16,0.22309309244155884,0.22309309244155884,0.21369056611142212,0.21710937195024568,246400000
1987-03-17,0.22907628118991852,0.23249511349928495,0.22223863939581207,0.2239480441381821,244160000
1987-03-18,0.2256574183702469,0.2307856542099066,0.2213838732874498,0.22993094062842298,302400000
1987-03-19,0.23377785086631775,0.23420521899134886,0.22394795032288342,0.2248026637483288,206729600
1987-03-20,0.23335038125514984,0.2384786134266692,0.23335038125514984,0.23335038125514984,347200000
1987-03-23,0.23078559339046478,0.2333504866714756,0.22651204943388428,0.232494997278328,246400000
1987-03-24,0.22651204466819763,0.23420519510016846,0.22651204466819763,0.23164030187312157,268800000
1987-03-25,0.2282215803861618,0.2290762713081645,0.22309332073101876,0.2273668666395337,273280000
1987-03-26,0.22993095219135284,0.23164037944028495,0.22736683414257683,0.22822154776704287,143024000
1987-03-27,0.22223864495754242,0.2307857145325437,0.2213839311526542,0.22993100072765552,133907200
1987-03-30,0.21369066834449768,0.21967361566168084,0.21283595506358208,0.2171094758189341,259840000
1987-03-31,0.2205282300710678,0.22138371909381682,0.21283588166929449,0.21283588166929449,273280000
1987-04-01,0.2282215803861618,0.2290762713081645,0.21326341649372182,0.2154001894479793,217862400
1987-04-02,0.24531714618206024,0.24531714618206024,0.22907615527147185,0.2333504750521273,777280000
1987-04-03,0.24531714618206024,0.24574449142659327,0.24018813591233873,0.24446165683151053,539840000
1987-04-06,0.23933355510234833,0.2487361143214514,0.23676943656633398,0.24446179217437702,288960000
1987-04-07,0.2316402643918991,0.240188103954404,0.2316402643918991,0.23847867755448987,259840000
1987-04-08,0.23591464757919312,0.24018819232673094,0.23078563610479097,0.2316403496192224,230720000
1987-04-09,0.24275237321853638,0.2444617778676302,0.23164040990060966,0.2350599952360514,237440000
1987-04-10,0.24018824100494385,0.24446176379396423,0.23847881362963666,0.24360707293093442,217840000
1987-04-13,0.23078559339046478,0.24018814787215842,0.23078559339046478,0.23933343451591932,142217600
1987-04-14,0.2324950248003006,0.23847874938998584,0.22736678970503288,0.22822150316245005,407680000
1987-04-15,0.24275237321853638,0.24275237321853638,0.2350599952360514,0.2376241364466298,349440000
1987-04-16,0.24446159601211548,0.2504453181068317,0.24275219263465056,0.24360690573568708,347200000
1987-04-20,0.24317967891693115,0.24873605909841517,0.24189761993355977,0.2444617379003025,149161600
1987-04-21,0.2555738091468811,0.2564285002100618,0.23762417841325803,0.24018829725205842,432320000
1987-04-22,0.25386422872543335,0.2632667834011905,0.25300951535155347,0.2619847247526783,403200000
1987-04-23,0.2598479986190796,0.2641215434185657,0.2538642735575092,0.2538642735575092,304640000
1987-04-24,0.2555738091468811,0.2615575367496829,0.25471909525907127,0.25899339508625335,255360000
1987-04-27,0.2564283609390259,0.25728385039959456,0.2504454126230663,0.2538642434928456,383040000
1987-04-28,0.2632668614387512,0.2662583477217595,0.258138625324591,0.2589933161272029,324800000
1987-04-29,0.26583096385002136,0.2726694028533196,0.2632668459438556,0.2641215595207844,291200000
1987-04-30,0.2709600031375885,0.27352414412802684,0.2658309907687707,0.26668570443225015,253120000
1987-05-01,0.27352413535118103,0.27352413535118103,0.2692505899955365,0.27181470807907426,132720000
1987-05-04,0.2726694345474243,0.2743788390753562,0.2701053163432147,0.2718147208711466,142105600
1987-05-05,0.27437886595726013,0.2760882934772944,0.26668573455370803,0.2735241750218687,230720000
1987-05-06,0.27352413535118103,0.28121726563895677,0.2709599944430209,0.2752335397986654,286720000
1987-05-07,0.27437886595726013,0.2769429844126858,0.2726694612618516,0.2726694612618516,180790400
1987-05-08,0.2701053023338318,0.27694294291553917,0.2701053023338318,0.2752335384762679,184732800
1987-05-11,0.263667494058609,0.27222834577928395,0.2628114797505455,0.263667494058609,197276800
1987-05-12,0.25853151082992554,0.26195554595643,0.2568187046187141,0.2602435169634972,259840000
1987-05-13,0.26880356669425964,0.2692315853297291,0.25853148519273494,0.2593874767449561,311360000
1987-05-14,0.27137237787246704,0.27222839232689827,0.2679475885552217,0.2679475885552217,148489600
1987-05-15,0.2679477035999298,0.27137249438762645,0.26709168877796424,0.27137249438762645,145958400
1987-05-18,0.2593873143196106,0.26880339837267087,0.2585313233034012,0.26794740735646144,241920000
1987-05-19,0.25082653760910034,0.2593873874168301,0.2486865137468136,0.2593873874168301,239680000
1987-05-20,0.2551066279411316,0.25681863360128654,0.2482585595818022,0.24997058810131195,288960000
1987-05-21,0.2551066279411316,0.25938743073926007,0.2551066279411316,0.25596264220088644,173801600
1987-05-22,0.2538227140903473,0.25853153723101163,0.2525387036442059,0.25681873084488943,97104000
1987-05-26,0.26709166169166565,0.26709166169166565,0.2533947401481544,0.2551067696184651,152252800
1987-05-27,0.2722284197807312,0.27479644054364594,0.2653795719550648,0.26709160103658286,180700800
1987-05-28,0.2739403545856476,0.2747963459724548,0.26880351474998093,0.2722283260933243,151222400
1987-05-29,0.2705162763595581,0.2756523152805185,0.2705162763595581,0.2747963011739082,92601600
1987-06-01,0.2662355601787567,0.2722283928712797,0.2653795457226137,0.2722283928712797,83305600
1987-06-02,0.26452353596687317,0.2670915562996532,0.26366752156949363,0.2653795275048942,137491200
1987-06-03,0.2662355601787567,0.2722283928712797,0.26452355412583073,0.26452355412583073,171315200
1987-06-04,0.26880356669425964,0.26966035832404117,0.2636675259434973,0.2670915607304585,153596800
1987-06-05,0.2662355601787567,0.26966037236221074,0.2662355601787567,0.26966037236221074,130928000
1987-06-08,0.2662355601787567,0.26709157463489974,0.2628115252135447,0.2662355601787567,201846400
1987-06-09,0.26880356669425964,0.27222837869942235,0.26537953190729846,0.26537953190729846,127052800
1987-06-10,0.26880356669425964,0.2747963990748035,0.2670915607304585,0.26966035832404117,146227200
1987-06-11,0.2705162763595581,0.2739403099266486,0.26709146557454294,0.26880347092841284,125372800
1987-06-12,0.2705162763595581,0.2730842958200383,0.2696602622529478,0.2705162763595581,101763200
1987-06-15,0.26880356669425964,0.27222837869942235,0.26537953190729846,0.27051637273562124,259840000
1987-06-16,0.28421321511268616,0.28592524362785426,0.2602434443390472,0.28421321511268616,342720000
1987-06-17,0.27736443281173706,0.2910613498376086,0.2739404207191889,0.28421327993379236,297920000
1987-06-18,0.28421321511268616,0.28592524362785426,0.2705163240700533,0.27565236389684816,229600000
1987-06-19,0.28078848123550415,0.28592532255774417,0.27650845448478895,0.28421329356996927,125440000
1987-06-22,0.287637323141098,0.2893493292365079,0.27993248420445127,0.2825012819955077,169120000
1987-06-23,0.28250133991241455,0.28849339676384944,0.2790765269418361,0.2876373821109686,80852800
1987-06-24,0.287637323141098,0.29619817655513003,0.2773644407722955,0.2842132880909176,118720000
1987-06-25,0.27736443281173706,0.2910613498376086,0.27736443281173706,0.2876373148857005,120960000
1987-06-26,0.27736443281173706,0.28421327993379236,0.2739404207191889,0.2790764617173711,127680000
1987-06-29,0.2790764570236206,0.2790764570236206,0.2739404161118208,0.2773644281467809,101304000
1987-06-30,0.27736443281173706,0.2807884677636452,0.27222839181355485,0.27736443281173706,144480000
1987-07-01,0.2739403545856476,0.27907639434390846,0.2722283260933243,0.27907639434390846,94830400
1987-07-02,0.27822020649909973,0.2807882247758861,0.2722281562334848,0.27394018365756917,81558400
1987-07-06,0.2790764570236206,0.28592530403048605,0.2773644281467809,0.2790764570236206,85489600
1987-07-07,0.26880356669425964,0.2807884542371459,0.26537953190729846,0.2773644194501847,203840000
1987-07-08,0.2551066279411316,0.26880351901849925,0.24997058810131195,0.26880351901849925,341600000
1987-07-09,0.25853151082992554,0.26537955822357334,0.2551066984851424,0.2551066984851424,239680000
1987-07-10,0.26024341583251953,0.26880348889264305,0.2585314103642357,0.26024341583251953,156800000
1987-07-13,0.27736443281173706,0.2790764617173711,0.26537954469149955,0.2670915735971336,255360000
1987-07-14,0.29448622465133667,0.29448622465133667,0.28078852749343003,0.28078852749343003,257600000
1987-07-15,0.3013342320919037,0.3064710735604423,0.28934934305531446,0.294486184523853,271040000
1987-07-16,0.3013342320919037,0.3013342320919037,0.29619819070102527,0.3013342320919037,94584000
1987-07-17,0.29619812965393066,0.3064710103960841,0.2927733179277874,0.3030461986699408,92198400
1987-07-20,0.2859252095222473,0.29619806516853636,0.28421318121129263,0.2944860597169337,124320000
1987-07-21,0.2833572328090668,0.291061316277397,0.28250124131430804,0.28763728172028996,110992000
1987-07-22,0.2910613715648651,0.29277337773893763,0.28250129497577897,0.28421330114985155,60928000
1987-07-23,0.2859252095222473,0.2979100934794911,0.2773643364682089,0.2944860597169337,74737600
1987-07-24,0.2910613715648651,0.29277337773893763,0.28421330114985155,0.28421330114985155,117600000
1987-07-27,0.2893493175506592,0.29448615856641164,0.2876373115243915,0.29106134643628656,56638400
1987-07-28,0.28678131103515625,0.2927733667076811,0.2859253194100533,0.2910613605981144,74289600
1987-07-29,0.28078848123550415,0.28763732868615804,0.2773644461193153,0.28763732868615804,98828800
1987-07-30,0.28421321511268616,0.28421321511268616,0.27907639806782963,0.280788403723643,104294400
1987-07-31,0.28250133991241455,0.2876373821109686,0.28250133991241455,0.28250133991241455,73046400
1987-08-03,0.2756524682044983,0.2842133226597871,0.2756524682044983,0.2807885099747854,63358400
1987-08-04,0.2893493175506592,0.2893493175506592,0.2739404175179408,0.2773644295704762,120960000
1987-08-05,0.29619812965393066,0.2979101583376117,0.2876372775954583,0.28934928341978233,129920000
1987-08-06,0.31674301624298096,0.3201678271601508,0.2927732487719168,0.29619805968908663,252000000
1987-08-07,0.3184557557106018,0.32359179376482655,0.3150309455035429,0.31674295056850216,152320000
1987-08-10,0.3308679163455963,0.3308679163455963,0.31372405756283406,0.3308679163455963,77996800
1987-08-11,0.33943912386894226,0.34458258237577993,0.3342964435850423,0.33943912386894226,271040000
1987-08-12,0.334296315908432,0.3411532127051649,0.3308678560656149,0.339438994228207,161280000
1987-08-13,0.33601072430610657,0.34458264553637924,0.33258226252544687,0.33429650486023377,196000000
1987-08-14,0.33601072430610657,0.34286842609050644,0.32915302252170675,0.33258226252544687,104854400
1987-08-17,0.33943912386894226,0.3428683632441166,0.3342964435850423,0.33943912386894226,145600000
1987-08-18,0.334296315908432,0.339438994228207,0.3308678560656149,0.3377247528623479,237440000
1987-08-19,0.3428684175014496,0.3428684175014496,0.33601071588883924,0.33943917758361397,66875200
1987-08-20,0.35486868023872375,0.360011359597806,0.34115328165036785,0.34458252040885573,175840000
1987-08-21,0.3634399175643921,0.36858337652512946,0.35315375497701174,0.3548687753718698,140000000
1987-08-24,0.3582971394062042,0.36686905749104126,0.3582971394062042,0.3634398187456484,120960000
1987-08-25,0.3565829396247864,0.3651540804945587,0.3565829396247864,0.3617256195688681,136640000
1987-08-26,0.3565829396247864,0.36686910062474454,0.3565829396247864,0.3634398614761676,196000000
1987-08-27,0.3565829396247864,0.3617256195688681,0.3531537004762095,0.3582971815320859,124320000
1987-08-28,0.3565829396247864,0.360011400550477,0.3531537004762095,0.3565829396247864,95816000
1987-08-31,0.37029770016670227,0.3720119198267899,0.35486885344706853,0.3582973156561607,150080000
1987-09-01,0.36001133918762207,0.37886941606593605,0.36001133918762207,0.3754401775018626,138880000
1987-09-02,0.3565829396247864,0.3651540804945587,0.3480110205321278,0.3565829396247864,229600000
1987-09-03,0.3514394164085388,0.36172555261568784,0.34458249582633155,0.3600113339145881,184800000
1987-09-04,0.34629693627357483,0.35486885870195706,0.3428684740137141,0.35143961821890723,108438400
1987-09-08,0.3420112431049347,0.34629682527837335,0.33258220241155795,0.3445825832534339,175840000
1987-09-09,0.3617256283760071,0.3634398703250442,0.33943910970398566,0.34458256799618436,157920000
1987-09-10,0.36858341097831726,0.37372609219675834,0.3642970727028419,0.3651541709799727,140000000
1987-09-11,0.3737260401248932,0.3805837409430084,0.361725658804875,0.37029760171623183,124320000
1987-09-14,0.3634399175643921,0.3788695391125098,0.3617256753925404,0.3754402994347121,81905600
1987-09-15,0.35486868023872375,0.36343982013349607,0.35315366030362805,0.36343982013349607,104608000
1987-09-16,0.35486868023872375,0.360868480453955,0.35143944148023587,0.35486868023872375,168000000
1987-09-17,0.3565829396247864,0.3582971815320859,0.3497252395505189,0.3565829396247864,66796800
1987-09-18,0.35486868023872375,0.3582971407744139,0.35229656233638484,0.35658289906211593,71198400
1987-09-21,0.34458261728286743,0.3617256801147138,0.34458261728286743,0.3548687800045292,128800000
1987-09-22,0.37115466594696045,0.3720117869152324,0.3445825654849093,0.34629680742145325,153440000
1987-09-23,0.3788694739341736,0.38401215378719006,0.36858331311636006,0.37115465304286827,254576000
1987-09-24,0.3874405324459076,0.39686957088165814,0.3788694159290613,0.3788694159290613,182560000
1987-09-25,0.394298255443573,0.3977267388820662,0.3874405561215974,0.389154797840844,106523200
1987-09-28,0.38229799270629883,0.40287029456912965,0.3805837505696963,0.39429835144094955,203840000
1987-09-29,0.3737260401248932,0.38401220224058064,0.3720118209205625,0.38401220224058064,171360000
1987-09-30,0.3874405324459076,0.3908697938976467,0.37201171702614555,0.37201171702614555,122080000
1987-10-01,0.3994409143924713,0.402870175878362,0.3874405363043758,0.3891547779359406,116480000
1987-10-02,0.40115517377853394,0.4028701937087639,0.3942982527266078,0.3994409320710995,96499200
1987-10-05,0.4062988758087158,0.4097273612864441,0.39601273270794524,0.4011554151466986,134400000
1987-10-06,0.38229799270629883,0.40801297520111424,0.3805837505696963,0.40801297520111424,201600000
1987-10-07,0.38058367371559143,0.3822979155060243,0.3720117552073144,0.38058367371559143,224000000
1987-10-08,0.3720119595527649,0.38401234534478956,0.36515425617909064,0.3805838827695828,164640000
1987-10-09,0.37115466594696045,0.38058370615412535,0.37029756786759727,0.3720117869152324,145600000
1987-10-12,0.36515408754348755,0.3728689087203316,0.3548687274567757,0.37201178775013605,199360000
1987-10-13,0.3737260401248932,0.37544028221813475,0.36515412010244724,0.3737260401248932,162400000
1987-10-14,0.36515408754348755,0.3702975686986537,0.3565829465082581,0.3685833267582625,258720000
1987-10-15,0.3565829396247864,0.3737259995872173,0.3548687206063953,0.3651540804945587,348320000
1987-10-16,0.3308679163455963,0.3634398128984784,0.325724435977202,0.35829713364177174,420000000
1987-10-19,0.2502938210964203,0.3308680395271998,0.24343611938564835,0.3308680395271998,476000000
1987-10-20,0.23657914996147156,0.28800913324754235,0.22372164841772652,0.26400837214358047,568960000
1987-10-21,0.27772286534309387,0.28800902285792324,0.2605798111890274,0.2640082709530963,534240000
1987-10-22,0.2520078718662262,0.2777228398479895,0.2468651941366737,0.2691509244465513,385280000
1987-10-23,0.24343615770339966,0.25029386049359936,0.23486501343910193,0.24515037740069223,198240000
1987-10-26,0.19200608134269714,0.24000760167837143,0.18943474135660665,0.23657914073394792,313600000
1987-10-27,0.20743490755558014,0.2211495056877293,0.1988637672511454,0.20229222795070068,455840000
1987-10-28,0.22972141206264496,0.231435653766192,0.20057797554581488,0.21086413532317377,418880000
1987-10-29,0.2708660662174225,0.2742945272157599,0.22114952496037926,0.23486492539953455,331520000
1987-10-30,0.26486557722091675,0.2948669272367106,0.26400845595704653,0.2742946206799068,421120000
1987-11-02,0.2657225728034973,0.2708660537312607,0.2571506539243467,0.2657225728034973,188160000
1987-11-03,0.24857963621616364,0.26400848440705066,0.23486503073774678,0.2605800218710296,313600000
1987-11-04,0.24686533212661743,0.2554364740965027,0.2382934119337459,0.24343609253789483,234080000
1987-11-05,0.26057976484298706,0.26572244212997687,0.24857939102492893,0.24857939102492893,255360000
1987-11-06,0.25886574387550354,0.27086612683365896,0.2537222615595972,0.2622942056410851,187040000
1987-11-09,0.2554364502429962,0.25715066932132924,0.24857952815184564,0.253722208275754,210560000
1987-11-10,0.24857963621616364,0.2571507811117567,0.24686541639261272,0.25029387892863375,231840000
1987-11-11,0.2554364502429962,0.26229415055706035,0.25200798919742096,0.2554364502429962,185920000
1987-11-12,0.2657225728034973,0.27429451457155574,0.26315123289550296,0.2640083538278037,246400000
